Skill1,Skill2,Similarity
detect drug abuse,detect abuse of drugs,1
detect drug abuse,detected drug abuse,1
detect drug abuse,identify learning curves among group participants,0
remove inadequate workpieces,discard poor quality finished products,1
remove inadequate workpieces,get rid of inadequate workpieces,1
remove inadequate workpieces,eliminate poor quality finished products,1
remove inadequate workpieces,expel poor quality finished products,1
remove inadequate workpieces,eliminate inadequate workpieces,1
remove inadequate workpieces,discard inadequate workpieces,1
remove inadequate workpieces,get rid of poor quality finished products,1
remove inadequate workpieces,expel inadequate workpieces,1
remove inadequate workpieces,remove processed workpiece,0
remove inadequate workpieces,eliminate processed workpiece,0
remove inadequate workpieces,test political links,0
remove inadequate workpieces,provide training in cabin crew procedures,0
interpret electromyograms,analyse EMG,1
interpret electromyograms,interpret nerve conduction tests,1
interpret electromyograms,interpret EMG,1
interpret electromyograms,interpret EMGs,1
interpret electromyograms,interpret electromyogram,1
interpret electromyograms,interpret electro-myogram,1
interpret electromyograms,conduct and interpret EMGs,1
interpret electromyograms,interpret an electromyogram,1
interpret electromyograms,analyze and interpret EMGs,1
interpret electromyograms,analyse and interpret EMGs,1
interpret electromyograms,define marketing objectives,0
interpret electromyograms,offer support on self management,0
total quality control,tqm,1
total quality control,kaizen,1
total quality control,quality manufacturing principles,1
total quality control,kaizen principles,1
total quality control,total quality management,1
total quality control,total quality control approach,1
total quality control,total quality control principles,1
total quality control,total quality control philosophy,1
total quality control,tqc,1
total quality control,total quality control methods,1
total quality control,revise drafts made by managers,0
cleaning of reusable packaging,clean reusable packaging,1
cleaning of reusable packaging,tidying of reusable packaging,1
cleaning of reusable packaging,washing of reusable packaging,1
cleaning of reusable packaging,clean the reusable packaging,1
cleaning of reusable packaging,cleansing of reusable packaging,1
cleaning of reusable packaging,clearing of reusable packaging,1
cleaning of reusable packaging,take care of packaging machines,0
manage human resources,direct human resources,1
manage human resources,manage hr,1
manage human resources,oversee human resources,1
manage human resources,managing human resources,1
manage human resources,supervise human resources,1
support management of raw materials,support the management of raw materials,1
support management of raw materials,help  management of raw materials,1
support management of raw materials,endorse  management of raw materials,1
support management of raw materials,supporting management of raw materials,1
support management of raw materials,back  management of raw materials,1
support management of raw materials,promote  management of raw materials,1
support management of raw materials,supporting the management of a raw material,1
support management of raw materials,support self management,0
carry out order intake,carrying out an order intake,1
