title1,title2,similarity
import export manager in fruit and vegetables,international trade compliance manager in  fruit and vegetables,1
import export manager in fruit and vegetables,international trade manager in  fruit and vegetables,1
import export manager in fruit and vegetables,trainee import manager in  fruit and vegetables,1
import export manager in fruit and vegetables,graduate export manager in  fruit and vegetables,1
import export manager in fruit and vegetables,graduate import manager in  fruit and vegetables,1
import export manager in fruit and vegetables,customs compliance manager in  fruit and vegetables,1
import export manager in fruit and vegetables,import export specialist in fruit and vegetables,0
import export manager in fruit and vegetables,trainee import export specialist in fruit and vegetables,0
import export manager in fruit and vegetables,graduate import export manager in metals and metal ores,0
import export manager in fruit and vegetables,senior import export specialist in fruit and vegetables,0
import export manager in fruit and vegetables,import export manager in metals and metal ores,0
import export manager in fruit and vegetables,import export manager in flowers and plants,0
import export manager in fruit and vegetables,fruit and vegetables logistics manager,0
import export manager in fruit and vegetables,rental sales team leader in video tapes and disks,0
import export manager in fruit and vegetables,industrial engine developer,0
import export manager in fruit and vegetables,"betting, lottery, and gaming games designer",0
import export manager in fruit and vegetables,chief engineer of a ship,0
import export manager in fruit and vegetables,CNC laser punch press operator,0
import export manager in fruit and vegetables,fisheries boatman,0
import export manager in fruit and vegetables,greengrocers shop salesperson,0
import export manager in fruit and vegetables,trainee export specialist in beverages,0
"import export manager in agricultural raw materials, seeds and animal feeds","graduate export manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","senior export manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","trainee import manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","graduate import manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","senior import export manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","graduate import export manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","assistant export manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","assistant import export manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","trainee import export manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","international trade compliance manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","assistant import manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","trainee export manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","senior import manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","international trade manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","customs compliance manager in agricultural raw materials, seeds and animal feeds",1
"import export manager in agricultural raw materials, seeds and animal feeds","agricultural raw materials, seeds and animal feeds logistics manager",0
"import export manager in agricultural raw materials, seeds and animal feeds","import export specialist in agricultural raw materials, seeds and animal feeds",0
"import export manager in agricultural raw materials, seeds and animal feeds","senior import export specialist in agricultural raw materials, seeds and animal feeds",0
"import export manager in agricultural raw materials, seeds and animal feeds","trainee import export specialist in agricultural raw materials, seeds and animal feeds",0
"import export manager in agricultural raw materials, seeds and animal feeds","agricultural raw materials, seeds and animal feeds distribution manager",0
"import export manager in agricultural raw materials, seeds and animal feeds","graduate import export specialist in agricultural raw materials, seeds and animal feeds",0
